,Player,Pos_x,Age_x,Tm_x,G_x,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,as_caliber,PC1,PC2,Cluster
263,Jarell Eddie\eddieja01,SF,26,TOT,3,0,9,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,0.0,5.5,0.0,0.0,0.0,0.0,0.0,100,4.0,0.0,1.0,0.0,0.0,18.0,9.1,0.0,8.3,0.0,0.0,7.4,0.0,0.0,0.0,-0.026,-8.6,5.1,-3.5,0.0,0,0.8543285568101071,-2.838428558729129,5
264,Jarell Eddie\eddieja01,SF,26,TOT,3,0,9,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,0.0,5.5,0.0,0.0,0.0,0.0,0.0,100,-13.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,-0.373,-13.0,-5.3,-18.3,0.0,0,1.4141337708557262,-2.9261780523658816,5
265,Jarell Eddie\eddieja01,SF,26,BOS,2,0,6,0.0,8.3,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,8.3,0.0,8.3,0.0,0.0,0.0,0.0,0.0,90,-1.9,0.0,1.0,0.0,0.0,12.0,6.1,0.0,5.6,0.0,0.0,9.8,0.0,0.0,0.0,-0.142,-10.0,1.6,-8.4,0.0,0,0.764447080221038,-2.8625556055609365,5
266,Jarell Eddie\eddieja01,SF,26,BOS,2,0,6,0.0,8.3,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,8.3,0.0,8.3,0.0,0.0,0.0,0.0,0.0,90,4.0,0.0,1.0,0.0,0.0,18.0,9.1,0.0,8.3,0.0,0.0,7.4,0.0,0.0,0.0,-0.026,-8.6,5.1,-3.5,0.0,0,0.5400337150346283,-2.84342508107038,5
267,Jarell Eddie\eddieja01,SF,26,BOS,2,0,6,0.0,8.3,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,8.3,0.0,8.3,0.0,0.0,0.0,0.0,0.0,90,-13.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,-0.373,-13.0,-5.3,-18.3,0.0,0,1.099838929080247,-2.931174574707131,5
268,Jarell Eddie\eddieja01,SF,26,CHI,1,0,3,0.0,16.3,0.0,0.0,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119,-1.9,0.0,1.0,0.0,0.0,12.0,6.1,0.0,5.6,0.0,0.0,9.8,0.0,0.0,0.0,-0.142,-10.0,1.6,-8.4,0.0,0,1.7350060163843808,-2.9497967196371975,5
269,Jarell Eddie\eddieja01,SF,26,CHI,1,0,3,0.0,16.3,0.0,0.0,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119,4.0,0.0,1.0,0.0,0.0,18.0,9.1,0.0,8.3,0.0,0.0,7.4,0.0,0.0,0.0,-0.026,-8.6,5.1,-3.5,0.0,0,1.510592651197973,-2.930666195146645,5
270,Jarell Eddie\eddieja01,SF,26,CHI,1,0,3,0.0,16.3,0.0,0.0,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119,-13.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,-0.373,-13.0,-5.3,-18.3,0.0,0,2.0703978652435913,-3.018415688783392,5
271,Henry Ellenson\ellenhe01,PF,21,DET,38,0,329,8.0,22.1,0.363,3.0,9.1,0.333,5.0,13.0,0.384,3.8,4.4,0.862,1.5,10.8,12.3,3.0,0.8,0.0,2.7,3.3,22.9,95.0,108,10.5,0.476,0.411,0.199,3.3,24.3,13.6,9.4,0.8,0.0,10.2,23.8,-0.2,0.4,0.1,0.02,-4.3,-2.6,-6.8,-0.4,0,-0.186857431284879,-0.33930623860964915,3
272,Wayne Ellington\ellinwa01,SG,30,MIA,77,2,2041,7.0,17.2,0.407,5.6,14.2,0.392,1.4,3.0,0.479,1.6,1.9,0.8590000000000001,0.6,4.8,5.4,1.9,1.3,0.2,1.3,2.3,21.3,113.0,110,12.5,0.588,0.8270000000000001,0.111,1.3,10.7,6.0,5.9,1.3,0.3,6.6,17.3,2.6,1.9,4.5,0.105,1.8,-1.8,0.0,1.0,0,0.6293299222628503,-3.364791778339595,5
273,Joel Embiid\embiijo01,C,23,PHI,63,63,1912,12.8,26.6,0.483,1.7,5.4,0.308,11.2,21.2,0.527,9.0,11.7,0.769,3.6,13.8,17.4,5.0,1.0,2.8,5.9,5.3,36.3,106.0,100,22.9,0.573,0.203,0.442,8.4,29.7,19.4,18.0,1.0,4.8,15.6,33.4,2.3,3.8,6.2,0.155,0.1,2.5,2.6,2.2,0,-2.485305833072632,0.6950904544382887,6
274,James Ennis\ennisja01,SF,27,TOT,72,22,1604,5.7,12.0,0.474,1.6,4.8,0.333,4.1,7.2,0.5670000000000001,3.0,3.6,0.836,2.3,4.7,7.0,2.2,1.5,0.6,1.8,4.2,16.1,115.0,112,11.6,0.588,0.398,0.302,5.1,11.0,8.0,6.6,1.5,1.0,11.4,13.7,2.0,1.1,3.1,0.092,-0.6,-0.5,-1.1,0.4,0,-0.2440543091597306,-0.8780332294181638,3
275,James Ennis\ennisja01,SF,27,TOT,72,22,1604,5.7,12.0,0.474,1.6,4.8,0.333,4.1,7.2,0.5670000000000001,3.0,3.6,0.836,2.3,4.7,7.0,2.2,1.5,0.6,1.8,4.2,16.1,115.0,112,11.9,0.61,0.378,0.329,5.7,11.7,8.6,7.0,1.5,1.1,13.0,12.5,1.5,0.6,2.0,0.093,-0.3,-0.4,-0.7,0.3,0,-0.325791267997767,-1.0671035506873938,3
276,James Ennis\ennisja01,SF,27,TOT,72,22,1604,5.7,12.0,0.474,1.6,4.8,0.333,4.1,7.2,0.5670000000000001,3.0,3.6,0.836,2.3,4.7,7.0,2.2,1.5,0.6,1.8,4.2,16.1,115.0,112,11.2,0.5579999999999999,0.426,0.265,3.9,9.6,6.7,5.9,1.4,1.0,9.0,16.0,0.5,0.5,1.0,0.09,-1.0,-0.7,-1.7,0.0,0,0.1509720769824076,-1.334825259147015,5
277,James Ennis\ennisja01,SF,27,MEM,45,14,1053,5.2,10.7,0.486,1.4,4.0,0.35700000000000004,3.7,6.6,0.565,3.1,3.5,0.877,2.5,5.0,7.5,2.4,1.5,0.6,1.8,3.9,14.9,118.0,113,11.6,0.588,0.398,0.302,5.1,11.0,8.0,6.6,1.5,1.0,11.4,13.7,2.0,1.1,3.1,0.092,-0.6,-0.5,-1.1,0.4,0,-0.09030027524824716,-0.73368128725883,3
278,James Ennis\ennisja01,SF,27,MEM,45,14,1053,5.2,10.7,0.486,1.4,4.0,0.35700000000000004,3.7,6.6,0.565,3.1,3.5,0.877,2.5,5.0,7.5,2.4,1.5,0.6,1.8,3.9,14.9,118.0,113,11.9,0.61,0.378,0.329,5.7,11.7,8.6,7.0,1.5,1.1,13.0,12.5,1.5,0.6,2.0,0.093,-0.3,-0.4,-0.7,0.3,0,-0.17203723408628435,-0.9227516085280609,3
279,James Ennis\ennisja01,SF,27,MEM,45,14,1053,5.2,10.7,0.486,1.4,4.0,0.35700000000000004,3.7,6.6,0.565,3.1,3.5,0.877,2.5,5.0,7.5,2.4,1.5,0.6,1.8,3.9,14.9,118.0,113,11.2,0.5579999999999999,0.426,0.265,3.9,9.6,6.7,5.9,1.4,1.0,9.0,16.0,0.5,0.5,1.0,0.09,-1.0,-0.7,-1.7,0.0,0,0.3047261108938897,-1.1904733169876816,5
280,James Ennis\ennisja01,SF,27,DET,27,8,551,6.7,14.7,0.457,1.9,6.2,0.304,4.8,8.4,0.57,3.0,3.9,0.767,1.8,4.3,6.1,2.0,1.4,0.5,1.6,4.8,18.3,111.0,110,11.6,0.588,0.398,0.302,5.1,11.0,8.0,6.6,1.5,1.0,11.4,13.7,2.0,1.1,3.1,0.092,-0.6,-0.5,-1.1,0.4,0,-0.2661602810709606,-0.8547441910304262,3
281,James Ennis\ennisja01,SF,27,DET,27,8,551,6.7,14.7,0.457,1.9,6.2,0.304,4.8,8.4,0.57,3.0,3.9,0.767,1.8,4.3,6.1,2.0,1.4,0.5,1.6,4.8,18.3,111.0,110,11.9,0.61,0.378,0.329,5.7,11.7,8.6,7.0,1.5,1.1,13.0,12.5,1.5,0.6,2.0,0.093,-0.3,-0.4,-0.7,0.3,0,-0.3478972399089971,-1.0438145122996567,3
282,James Ennis\ennisja01,SF,27,DET,27,8,551,6.7,14.7,0.457,1.9,6.2,0.304,4.8,8.4,0.57,3.0,3.9,0.767,1.8,4.3,6.1,2.0,1.4,0.5,1.6,4.8,18.3,111.0,110,11.2,0.5579999999999999,0.426,0.265,3.9,9.6,6.7,5.9,1.4,1.0,9.0,16.0,0.5,0.5,1.0,0.09,-1.0,-0.7,-1.7,0.0,0,0.12886610507117746,-1.3115362207592773,3
283,Tyler Ennis\ennisty01,PG,23,LAL,54,11,683,6.6,15.7,0.42,1.0,3.9,0.25,5.6,11.8,0.476,1.5,2.0,0.759,1.3,5.3,6.7,7.4,2.1,0.7,2.7,5.3,15.7,101.0,108,11.1,0.473,0.25,0.129,3.0,11.8,7.4,21.9,2.1,1.2,13.8,17.1,0.1,0.7,0.8,0.058,-2.8,-0.1,-2.9,-0.1,0,1.1529092310710027,1.98358137630535,4
284,Jawun Evans\evansja01,PG,21,LAC,48,4,778,5.6,15.8,0.35200000000000004,0.9,3.4,0.278,4.6,12.4,0.3720000000000001,2.4,3.1,0.7759999999999999,0.6,4.7,5.3,6.3,2.3,0.4,2.8,6.1,14.4,90.0,111,7.2,0.421,0.213,0.194,1.3,10.4,5.9,17.8,2.3,0.6,13.8,17.7,-0.8,0.6,-0.2,-0.011,-4.2,-0.5,-4.7,-0.5,0,2.004968263405913,0.7640616532552532,2
285,Jeremy Evans\evansje01,SF,30,ATL,1,0,5,9.8,9.8,1.0,0.0,0.0,0.0,9.8,9.8,1.0,0.0,0.0,0.0,9.8,0.0,9.8,0.0,0.0,0.0,9.8,9.8,19.5,96.0,119,10.4,1.0,0.0,0.0,22.3,0.0,11.2,0.0,0.0,0.0,50.0,17.5,0.0,0.0,0.0,-0.028,-2.3,-6.0,-8.3,0.0,0,-0.7102603430149806,3.3169452432519524,4
286,Tyreke Evans\evansty01,PG,28,MEM,52,32,1607,11.5,25.5,0.452,3.6,9.0,0.399,7.9,16.5,0.482,5.2,6.6,0.785,1.4,7.0,8.3,8.5,1.8,0.5,3.7,3.0,31.8,111.0,111,21.1,0.561,0.354,0.258,3.1,16.3,9.5,31.2,1.8,1.0,11.5,28.4,3.1,1.2,4.2,0.126,4.4,-0.8,3.6,2.3,0,0.6807015925662268,0.7553943322176713,4
287,Dante Exum\exumda01,PG,22,UTA,14,0,235,9.0,18.6,0.483,1.1,3.8,0.278,7.9,14.7,0.536,5.3,6.6,0.8059999999999999,0.9,4.7,5.5,9.2,1.7,0.6,4.3,4.3,24.3,110.0,106,16.7,0.5660000000000001,0.207,0.35600000000000004,2.0,10.5,6.3,29.7,1.7,1.1,16.6,23.1,0.3,0.3,0.7,0.133,-0.5,-0.7,-1.2,0.0,0,2.185552852480883,2.1587071517594705,7
288,Kenneth Faried\farieke01,PF,28,DEN,32,7,461,8.2,15.9,0.514,0.0,0.1,0.0,8.2,15.8,0.517,3.9,5.5,0.706,7.3,9.1,16.5,1.9,1.3,1.4,2.5,5.5,20.2,116.0,110,17.4,0.552,0.006999999999999999,0.345,16.7,20.7,18.7,5.8,1.3,2.4,11.9,18.3,0.9,0.4,1.3,0.132,-1.1,-1.1,-2.3,0.0,0,-2.9433179093364834,1.1943800057645713,1
289,Derrick Favors\favorde01,C,26,UTA,77,77,2153,9.2,16.4,0.563,0.3,1.5,0.222,8.9,14.9,0.596,3.3,5.0,0.6509999999999999,4.6,8.2,12.9,2.4,1.3,1.9,2.0,3.8,22.0,119.0,104,18.8,0.593,0.09,0.306,10.6,18.5,14.6,7.8,1.3,3.2,9.9,18.5,4.5,3.5,8.0,0.179,0.5,2.2,2.7,2.5,1,-2.1458318285969256,0.12120250853397747,6
290,Kay Felder\feldeka01,PG,22,TOT,16,0,140,7.3,24.4,0.3,1.4,6.6,0.211,5.9,17.8,0.333,3.8,4.2,0.917,1.0,5.2,6.3,7.0,1.0,0.3,5.6,3.8,19.9,76.0,113,3.6,0.379,0.271,0.171,2.3,12.0,6.9,22.0,1.0,0.6,17.5,28.4,-0.6,0.1,-0.5,-0.175,-8.6,-3.8,-12.4,-0.4,0,2.466563071155565,1.6021167488165717,2
291,Kay Felder\feldeka01,PG,22,TOT,16,0,140,7.3,24.4,0.3,1.4,6.6,0.211,5.9,17.8,0.333,3.8,4.2,0.917,1.0,5.2,6.3,7.0,1.0,0.3,5.6,3.8,19.9,76.0,113,3.6,0.386,0.273,0.182,0.8,10.8,5.6,23.0,1.1,0.7,17.4,28.0,-0.5,0.1,-0.5,-0.168,-8.2,-3.3,-11.5,-0.3,0,2.4820490772562898,1.5572844679743318,2
292,Kay Felder\feldeka01,PG,22,TOT,16,0,140,7.3,24.4,0.3,1.4,6.6,0.211,5.9,17.8,0.333,3.8,4.2,0.917,1.0,5.2,6.3,7.0,1.0,0.3,5.6,3.8,19.9,76.0,113,2.0,0.25,0.25,0.0,36.0,37.6,36.8,0.0,0.0,0.0,20.0,36.9,0.0,0.0,0.0,-0.336,-18.1,-13.4,-31.4,0.0,0,0.5053211163699566,1.4572157940188453,4
293,Kay Felder\feldeka01,PG,22,CHI,14,0,134,7.3,24.0,0.303,1.5,6.6,0.222,5.8,17.5,0.333,4.0,4.4,0.917,0.4,4.7,5.1,7.3,1.1,0.4,5.5,4.0,20.0,77.0,114,3.6,0.379,0.271,0.171,2.3,12.0,6.9,22.0,1.0,0.6,17.5,28.4,-0.6,0.1,-0.5,-0.175,-8.6,-3.8,-12.4,-0.4,0,2.6841793544496566,1.4895967170193751,2
294,Kay Felder\feldeka01,PG,22,CHI,14,0,134,7.3,24.0,0.303,1.5,6.6,0.222,5.8,17.5,0.333,4.0,4.4,0.917,0.4,4.7,5.1,7.3,1.1,0.4,5.5,4.0,20.0,77.0,114,3.6,0.386,0.273,0.182,0.8,10.8,5.6,23.0,1.1,0.7,17.4,28.0,-0.5,0.1,-0.5,-0.168,-8.2,-3.3,-11.5,-0.3,0,2.699665360550381,1.4447644361771372,2
295,Kay Felder\feldeka01,PG,22,CHI,14,0,134,7.3,24.0,0.303,1.5,6.6,0.222,5.8,17.5,0.333,4.0,4.4,0.917,0.4,4.7,5.1,7.3,1.1,0.4,5.5,4.0,20.0,77.0,114,2.0,0.25,0.25,0.0,36.0,37.6,36.8,0.0,0.0,0.0,20.0,36.9,0.0,0.0,0.0,-0.336,-18.1,-13.4,-31.4,0.0,0,0.7229373996640406,1.3446957622216469,4
296,Kay Felder\feldeka01,PG,22,DET,2,0,6,8.3,33.3,0.25,0.0,8.3,0.0,8.3,24.9,0.333,0.0,0.0,0.0,16.6,16.6,33.3,0.0,0.0,0.0,8.3,0.0,16.6,65.0,107,3.6,0.379,0.271,0.171,2.3,12.0,6.9,22.0,1.0,0.6,17.5,28.4,-0.6,0.1,-0.5,-0.175,-8.6,-3.8,-12.4,-0.4,0,0.2535003082066345,1.6956274998077294,4
297,Kay Felder\feldeka01,PG,22,DET,2,0,6,8.3,33.3,0.25,0.0,8.3,0.0,8.3,24.9,0.333,0.0,0.0,0.0,16.6,16.6,33.3,0.0,0.0,0.0,8.3,0.0,16.6,65.0,107,3.6,0.386,0.273,0.182,0.8,10.8,5.6,23.0,1.1,0.7,17.4,28.0,-0.5,0.1,-0.5,-0.168,-8.2,-3.3,-11.5,-0.3,0,0.2689863143073652,1.650795218965488,4
298,Kay Felder\feldeka01,PG,22,DET,2,0,6,8.3,33.3,0.25,0.0,8.3,0.0,8.3,24.9,0.333,0.0,0.0,0.0,16.6,16.6,33.3,0.0,0.0,0.0,8.3,0.0,16.6,65.0,107,2.0,0.25,0.25,0.0,36.0,37.6,36.8,0.0,0.0,0.0,20.0,36.9,0.0,0.0,0.0,-0.336,-18.1,-13.4,-31.4,0.0,0,-1.8004421116477334,1.5880401351269995,6
299,Cristiano Felicio\feliccr01,C,25,CHI,55,16,977,6.3,10.7,0.591,0.0,0.1,0.0,6.3,10.6,0.596,2.7,4.0,0.667,4.1,7.5,11.6,2.7,0.8,0.5,2.7,5.2,15.4,114.0,113,12.5,0.614,0.009000000000000001,0.377,8.8,17.1,12.8,8.4,0.8,1.0,17.7,13.6,1.2,0.5,1.7,0.086,-2.3,-0.1,-2.4,-0.1,0,-2.0916840174473688,1.0615424697304887,6
300,Raymond Felton\feltora01,PG,33,OKC,82,2,1365,8.1,20.1,0.406,2.9,8.4,0.35200000000000004,5.2,11.7,0.444,1.3,1.6,0.818,0.9,4.8,5.7,7.4,1.8,0.6,2.8,3.3,20.5,105.0,109,13.0,0.494,0.417,0.08,2.0,11.0,6.3,22.5,1.8,1.1,11.7,20.4,0.9,1.3,2.2,0.078,-1.1,-1.7,-2.8,-0.3,0,1.515067756900862,1.5766622716761476,2
301,Terrance Ferguson\fergute01,SG,19,OKC,61,12,763,4.6,11.0,0.414,2.6,7.8,0.333,2.0,3.2,0.612,0.6,0.7,0.9,1.2,1.8,3.1,1.2,1.6,0.7,0.7,5.4,12.3,115.0,111,7.4,0.545,0.71,0.059,2.7,4.2,3.4,3.4,1.6,1.2,6.0,10.4,0.7,0.5,1.2,0.077,-1.2,-1.3,-2.5,-0.1,0,1.0518153789565605,-1.654887474595299,5
302,Yogi Ferrell\ferreyo01,SG,24,DAL,82,21,2282,6.8,16.1,0.426,2.9,7.9,0.373,3.9,8.2,0.477,1.8,2.3,0.7959999999999999,0.6,4.9,5.5,4.4,1.4,0.2,1.7,3.4,18.4,107.0,112,11.4,0.54,0.4920000000000001,0.141,1.2,11.2,6.1,13.5,1.4,0.4,9.1,17.0,1.5,1.5,3.0,0.064,-0.4,-0.6,-1.0,0.6,0,1.1046139219818167,-1.885139323585499,5
303,Dorian Finney-Smith\finnedo01,PF,24,DAL,21,13,448,5.2,13.6,0.38,2.2,7.5,0.299,2.9,6.1,0.481,1.2,1.7,0.733,2.5,5.9,8.4,2.9,1.1,0.4,2.4,4.8,13.8,96.0,111,7.6,0.482,0.5539999999999999,0.124,5.3,13.6,9.3,8.4,1.1,0.8,14.1,15.1,-0.2,0.3,0.1,0.015,-2.8,-0.3,-3.1,-0.1,0,0.2379041167605918,-1.0642752763792878,3
304,Bryn Forbes\forbebr01,SG,24,SAS,80,12,1517,7.0,16.6,0.421,3.0,7.6,0.39,4.0,9.0,0.446,1.6,2.4,0.667,0.4,3.3,3.7,2.7,0.9,0.1,1.2,3.6,18.5,106.0,110,9.1,0.525,0.459,0.145,0.9,7.2,4.0,7.8,0.9,0.1,6.5,16.7,0.8,1.3,2.1,0.067,-1.2,-1.9,-3.1,-0.4,0,1.090194823517343,-1.3460899469278789,0
305,Evan Fournier\fournev01,SF,25,ORL,57,57,1837,9.8,21.4,0.459,3.4,8.9,0.379,6.4,12.4,0.516,4.0,4.6,0.867,0.6,4.2,4.8,4.4,1.3,0.4,2.5,3.7,27.0,110.0,113,15.5,0.5770000000000001,0.418,0.21600000000000005,1.4,9.5,5.4,14.8,1.3,0.7,9.8,23.3,2.4,0.9,3.3,0.087,1.6,-2.1,-0.4,0.7,0,0.8605068215212567,-0.5901058250203609,0
306,De'Aaron Fox\foxde01,PG,20,SAC,73,60,2026,8.2,19.9,0.412,1.2,3.8,0.307,7.0,16.1,0.436,3.5,4.9,0.723,0.8,4.3,5.1,8.0,1.7,0.5,4.3,4.1,21.1,94.0,113,11.2,0.478,0.192,0.245,1.8,10.0,5.7,24.6,1.7,0.9,16.4,23.4,-1.7,1.1,-0.6,-0.014,-2.8,-1.5,-4.4,-1.2,0,2.7114648736613627,1.3997332806524714,2
307,Tim Frazier\fraziti01,PG,27,WAS,59,11,838,4.0,10.2,0.395,1.0,3.3,0.304,3.0,6.9,0.44,1.4,1.8,0.767,1.1,5.7,6.8,11.5,2.8,0.4,3.4,5.7,10.4,105.0,107,11.3,0.475,0.326,0.174,2.4,13.1,7.8,31.1,2.8,0.7,23.5,12.8,0.4,1.0,1.4,0.08,-2.4,0.3,-2.1,0.0,0,2.2391474539632514,3.7768953200447943,7
308,Channing Frye\fryech01,C,34,TOT,53,1,695,7.3,14.9,0.491,2.7,8.1,0.339,4.6,6.8,0.67,1.2,1.3,0.895,0.8,8.6,9.5,2.7,1.3,0.9,1.5,4.8,18.5,115.0,111,13.1,0.599,0.542,0.09,1.9,19.4,10.8,7.9,1.3,1.6,8.7,15.2,0.9,0.6,1.5,0.101,-0.7,-1.0,-1.7,0.1,0,-0.7611237182679697,-0.5390430975854068,3
309,Channing Frye\fryech01,C,34,TOT,53,1,695,7.3,14.9,0.491,2.7,8.1,0.339,4.6,6.8,0.67,1.2,1.3,0.895,0.8,8.6,9.5,2.7,1.3,0.9,1.5,4.8,18.5,115.0,111,13.9,0.604,0.5329999999999999,0.08900000000000001,2.1,20.3,11.3,7.5,1.5,1.9,8.8,15.6,0.7,0.5,1.2,0.104,-0.5,-0.8,-1.3,0.1,0,-0.7469014376707155,-0.6076208955005143,3
310,Channing Frye\fryech01,C,34,TOT,53,1,695,7.3,14.9,0.491,2.7,8.1,0.339,4.6,6.8,0.67,1.2,1.3,0.895,0.8,8.6,9.5,2.7,1.3,0.9,1.5,4.8,18.5,115.0,111,10.2,0.581,0.581,0.093,1.4,16.2,8.9,9.5,0.3,0.5,8.2,13.8,0.2,0.1,0.3,0.091,-1.3,-1.8,-3.0,0.0,0,-0.8248968805491811,-1.0627418258958752,3
311,Channing Frye\fryech01,C,34,CLE,44,1,545,7.6,15.2,0.4970000000000001,2.7,8.1,0.333,4.9,7.1,0.684,1.3,1.3,0.933,0.9,9.0,9.9,2.5,1.5,1.1,1.5,4.9,19.1,115.0,110,13.1,0.599,0.542,0.09,1.9,19.4,10.8,7.9,1.3,1.6,8.7,15.2,0.9,0.6,1.5,0.101,-0.7,-1.0,-1.7,0.1,0,-0.7761240705212047,-0.5579016742432626,3
312,Channing Frye\fryech01,C,34,CLE,44,1,545,7.6,15.2,0.4970000000000001,2.7,8.1,0.333,4.9,7.1,0.684,1.3,1.3,0.933,0.9,9.0,9.9,2.5,1.5,1.1,1.5,4.9,19.1,115.0,110,13.9,0.604,0.5329999999999999,0.08900000000000001,2.1,20.3,11.3,7.5,1.5,1.9,8.8,15.6,0.7,0.5,1.2,0.104,-0.5,-0.8,-1.3,0.1,0,-0.7619017899239509,-0.6264794721583699,3
313,Channing Frye\fryech01,C,34,CLE,44,1,545,7.6,15.2,0.4970000000000001,2.7,8.1,0.333,4.9,7.1,0.684,1.3,1.3,0.933,0.9,9.0,9.9,2.5,1.5,1.1,1.5,4.9,19.1,115.0,110,10.2,0.581,0.581,0.093,1.4,16.2,8.9,9.5,0.3,0.5,8.2,13.8,0.2,0.1,0.3,0.091,-1.3,-1.8,-3.0,0.0,0,-0.8398972328024166,-1.0816004025537307,3
314,Channing Frye\fryech01,C,34,LAL,9,0,150,6.4,13.7,0.465,2.9,8.0,0.36,3.5,5.7,0.611,1.0,1.3,0.75,0.6,7.3,8.0,3.2,0.3,0.3,1.3,4.8,16.6,115.0,111,13.1,0.599,0.542,0.09,1.9,19.4,10.8,7.9,1.3,1.6,8.7,15.2,0.9,0.6,1.5,0.101,-0.7,-1.0,-1.7,0.1,0,-0.18659269790845875,-0.9932535823892122,3
315,Channing Frye\fryech01,C,34,LAL,9,0,150,6.4,13.7,0.465,2.9,8.0,0.36,3.5,5.7,0.611,1.0,1.3,0.75,0.6,7.3,8.0,3.2,0.3,0.3,1.3,4.8,16.6,115.0,111,13.9,0.604,0.5329999999999999,0.08900000000000001,2.1,20.3,11.3,7.5,1.5,1.9,8.8,15.6,0.7,0.5,1.2,0.104,-0.5,-0.8,-1.3,0.1,0,-0.17237041731120412,-1.0618313803043207,3
316,Channing Frye\fryech01,C,34,LAL,9,0,150,6.4,13.7,0.465,2.9,8.0,0.36,3.5,5.7,0.611,1.0,1.3,0.75,0.6,7.3,8.0,3.2,0.3,0.3,1.3,4.8,16.6,115.0,111,10.2,0.581,0.581,0.093,1.4,16.2,8.9,9.5,0.3,0.5,8.2,13.8,0.2,0.1,0.3,0.091,-1.3,-1.8,-3.0,0.0,0,-0.2503658601896695,-1.5169523106996807,3
317,Markelle Fultz\fultzma01,SG,19,PHI,14,0,253,8.6,21.1,0.405,0.0,0.2,0.0,8.6,20.9,0.409,1.9,4.0,0.476,2.1,6.1,8.2,10.1,2.3,0.8,3.2,4.2,19.0,96.0,105,12.4,0.416,0.009000000000000001,0.189,4.9,13.1,9.2,31.3,2.3,1.3,12.4,23.1,-0.2,0.4,0.2,0.043,-3.8,0.8,-3.0,-0.1,0,0.9618588490559272,2.1214746142114813,4
318,Danilo Gallinari\gallida01,SF,29,LAC,21,21,671,7.4,18.6,0.398,2.6,8.0,0.324,4.8,10.5,0.455,5.9,6.3,0.931,0.7,6.7,7.3,3.0,0.9,0.7,1.9,2.2,23.3,111.0,112,13.8,0.545,0.434,0.34,1.5,14.9,8.3,8.9,0.9,1.2,8.1,20.6,0.8,0.4,1.2,0.08800000000000001,0.0,-1.4,-1.4,0.1,0,0.17120829383665823,-1.243752100370499,3
319,Langston Galloway\gallola01,SG,26,DET,58,2,863,7.3,19.7,0.371,4.3,12.6,0.344,2.9,7.1,0.418,1.9,2.4,0.805,0.8,4.6,5.3,3.4,2.0,0.3,1.0,2.3,20.8,106.0,109,12.2,0.503,0.6409999999999999,0.121,1.6,10.3,5.9,10.1,2.0,0.5,4.8,19.3,0.5,0.9,1.4,0.08,-0.2,-1.6,-1.7,0.1,0,0.9549230540002278,-1.5637064887171257,5
320,Marc Gasol\gasolma01,C,33,MEM,73,73,2408,9.1,21.7,0.42,2.3,6.7,0.341,6.8,15.0,0.456,5.9,7.1,0.8340000000000001,1.6,10.8,12.4,6.4,1.1,2.1,4.1,3.9,26.4,104.0,108,17.4,0.532,0.31,0.326,3.7,25.3,14.2,21.7,1.1,3.9,14.1,25.6,1.5,2.6,4.0,0.08,-0.1,1.6,1.5,2.1,0,-1.1461801009573152,0.0501114252360203,6
321,Pau Gasol\gasolpa01,C,37,SAS,77,63,1812,8.0,17.5,0.458,1.2,3.3,0.358,6.8,14.1,0.481,4.4,5.8,0.7559999999999999,3.6,13.7,17.3,6.6,0.7,2.2,3.0,3.4,21.6,112.0,102,18.9,0.539,0.191,0.333,7.8,30.2,19.0,20.1,0.7,3.6,13.1,20.4,2.7,3.3,6.0,0.159,-0.1,3.3,3.2,2.4,0,-3.3849611294056428,1.6461547030567905,1
