,Player,Pos_x,Age_x,Tm_x,G_x,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,as_caliber,PC1,PC2,Cluster
322,Rudy Gay\gayru01,PF,31,SAS,57,6,1231,10.4,22.0,0.471,1.5,4.8,0.314,8.9,17.2,0.516,4.6,6.0,0.772,3.1,8.8,11.9,3.0,1.9,1.6,3.2,4.0,26.9,106.0,103,18.0,0.545,0.22,0.27,6.8,19.5,13.1,9.8,1.9,2.6,11.5,24.6,1.0,2.1,3.1,0.122,-0.7,1.0,0.3,0.7,0,-1.2252787916150252,-0.47608413792170484,3
323,Paul George\georgpa01,SF,27,OKC,79,79,2891,9.9,23.0,0.43,4.2,10.5,0.401,5.7,12.5,0.454,5.8,7.1,0.8220000000000001,1.2,6.4,7.7,4.5,2.8,0.7,3.6,4.0,29.8,112.0,106,18.7,0.57,0.454,0.307,2.7,14.9,8.6,14.5,2.8,1.2,12.2,25.7,5.0,3.9,8.9,0.147,2.5,0.0,2.6,3.3,1,1.1213504565674153,-1.247039470099647,0
324,Marcus Georges-Hunt\georgma01,SG,23,MIN,42,0,224,4.7,10.7,0.438,0.9,3.3,0.267,3.8,7.4,0.515,2.9,4.7,0.619,1.6,2.0,3.6,1.6,1.3,0.0,0.7,7.1,13.2,112.0,116,6.9,0.515,0.313,0.438,3.6,4.7,4.1,4.1,1.3,0.0,5.0,11.9,0.2,0.0,0.2,0.049,-1.7,-2.7,-4.4,-0.1,0,0.3718436281655426,-0.6865960739519914,0
325,Jonathan Gibson\gibsojo01,PG,30,BOS,4,0,40,17.5,28.7,0.609,7.5,15.0,0.5,10.0,13.7,0.727,0.0,0.0,0.0,0.0,3.7,3.7,5.0,0.0,0.0,3.7,6.2,42.5,122.0,111,25.4,0.7390000000000001,0.522,0.0,0.0,8.1,4.1,22.6,0.0,0.0,11.5,29.0,0.1,0.0,0.2,0.195,7.2,-5.3,1.9,0.0,0,1.2968228524471952,0.19841390009446805,4
326,Taj Gibson\gibsota01,PF,32,MIN,82,82,2726,7.8,13.5,0.5770000000000001,0.1,0.6,0.2,7.7,12.9,0.595,2.6,3.4,0.768,3.6,7.2,10.7,1.8,1.1,1.1,1.6,4.0,18.3,123.0,112,15.4,0.61,0.047,0.251,8.1,16.7,12.4,5.2,1.1,1.9,9.8,14.7,5.4,1.7,7.2,0.126,0.9,0.2,1.1,2.1,0,-2.5394824292211573,-0.3160363252303488,6
327,Manu Ginobili\ginobma01,SG,40,SAS,65,0,1299,7.8,18.0,0.434,2.5,7.5,0.333,5.3,10.5,0.506,4.3,5.1,0.84,0.7,4.8,5.5,6.3,1.7,0.6,4.1,4.9,22.4,103.0,107,12.9,0.5529999999999999,0.415,0.28300000000000003,1.6,10.6,6.1,19.1,1.7,1.0,16.8,21.5,0.6,1.6,2.2,0.08199999999999999,-0.5,-0.5,-1.0,0.3,0,1.1286555594054624,0.6244254757789646,4
328,Rudy Gobert\goberru01,C,25,UTA,56,56,1816,7.6,12.3,0.622,0.0,0.0,0.0,7.6,12.3,0.622,5.6,8.3,0.682,4.6,12.0,16.6,2.2,1.2,3.6,3.0,4.2,20.9,122.0,99,20.7,0.657,0.0,0.6729999999999999,10.4,27.0,18.8,6.9,1.2,6.0,15.7,16.9,4.2,3.9,8.1,0.214,-0.3,4.6,4.3,2.9,1,-4.007284331209864,-0.07869560502124659,1
329,Aaron Gordon\gordoaa01,PF,22,ORL,58,57,1909,9.6,22.2,0.434,2.9,8.8,0.336,6.7,13.4,0.4970000000000001,4.0,5.8,0.698,2.2,9.5,11.7,3.5,1.5,1.2,2.7,2.8,26.2,103.0,109,16.5,0.53,0.395,0.26,5.0,21.5,13.2,11.7,1.5,1.9,10.0,24.7,0.9,2.0,2.9,0.07200000000000001,0.0,0.0,0.0,1.0,0,-0.7659957068090706,-1.4381214394236939,3
330,Eric Gordon\gordoer01,SG,29,HOU,69,30,2154,9.5,22.2,0.428,5.0,13.9,0.359,4.5,8.3,0.544,4.5,5.5,0.809,0.6,3.3,3.9,3.5,1.0,0.6,3.0,2.6,28.4,110.0,110,15.2,0.578,0.627,0.248,1.3,7.5,4.4,11.7,1.0,1.1,10.8,24.7,2.9,1.8,4.7,0.105,1.4,-2.4,-1.0,0.5,0,1.264498129523645,-1.6224963917251614,0
331,Marcin Gortat\gortama01,C,33,WAS,82,82,2075,6.9,13.4,0.518,0.0,0.0,0.0,6.9,13.4,0.518,2.6,3.9,0.675,4.3,10.6,14.9,3.6,1.0,1.5,2.4,4.2,16.5,112.0,107,14.7,0.546,0.0,0.29100000000000004,9.9,24.0,17.0,10.6,1.0,2.6,13.5,15.5,2.4,2.4,4.9,0.113,-1.6,1.9,0.3,1.2,0,-3.6378667611992057,1.4007582536624588,1
332,Treveon Graham\grahatr01,SG,24,CHO,63,2,1050,4.5,10.3,0.434,1.9,4.5,0.412,2.6,5.8,0.452,1.9,2.7,0.695,2.0,3.7,5.6,2.7,1.5,0.1,1.3,5.1,12.7,114.0,112,9.0,0.5529999999999999,0.439,0.267,4.3,8.3,6.2,7.8,1.5,0.2,9.9,11.3,1.1,0.7,1.8,0.08,-0.6,-0.3,-0.9,0.3,0,0.4436309684842287,-1.1989175051767844,0
333,Jerami Grant\grantje01,PF,23,OKC,81,1,1647,7.4,13.7,0.535,1.0,3.3,0.29100000000000004,6.4,10.4,0.613,4.9,7.2,0.675,2.6,7.0,9.6,1.7,0.9,2.3,1.6,4.7,20.6,122.0,108,16.2,0.607,0.241,0.526,5.6,16.3,10.7,5.1,0.9,4.2,8.8,16.0,3.5,1.9,5.4,0.156,-0.8,0.2,-0.6,0.6,0,-1.693475714350951,-0.6343131460699539,6
334,Jerian Grant\grantje02,PG,25,CHI,74,26,1686,6.1,14.6,0.416,1.8,5.4,0.326,4.3,9.1,0.468,4.1,5.4,0.745,0.9,4.1,5.0,9.9,1.8,0.2,2.6,3.8,17.9,112.0,112,14.3,0.528,0.3720000000000001,0.374,1.9,9.3,5.5,30.1,1.8,0.4,13.2,17.4,2.3,1.0,3.3,0.094,-0.1,-1.8,-2.0,0.0,0,2.2794947539161456,2.478902986219939,7
335,Josh Gray\grayjo01,PG,24,PHO,5,0,86,6.1,22.8,0.268,1.7,7.2,0.231,4.5,15.6,0.28600000000000003,3.9,6.1,0.636,1.1,4.5,5.6,6.7,4.5,1.1,3.9,4.5,17.8,76.0,107,7.2,0.349,0.317,0.268,2.4,10.1,6.2,20.8,4.5,1.9,13.2,26.1,-0.3,0.1,-0.2,-0.118,-5.9,0.4,-5.5,-0.1,0,1.8568458204071794,0.5748073892298432,2
336,Danny Green\greenda02,SG,30,SAS,70,60,1791,6.1,15.8,0.387,3.3,9.0,0.363,2.8,6.8,0.419,1.4,1.8,0.769,1.2,5.9,7.0,3.1,1.8,2.3,2.1,3.4,16.9,100.0,104,11.4,0.509,0.57,0.116,2.5,13.0,7.7,8.9,1.8,3.7,11.2,16.6,0.1,2.9,2.9,0.078,-1.1,2.2,1.2,1.4,0,-0.4816664459970058,-1.8167158503030718,3
337,Draymond Green\greendr01,PF,27,GSW,70,70,2287,5.9,13.0,0.454,1.6,5.4,0.301,4.3,7.6,0.562,2.8,3.6,0.775,1.6,9.7,11.3,10.7,2.0,1.9,4.3,3.9,16.3,110.0,105,16.1,0.556,0.414,0.279,3.9,21.1,13.1,29.0,2.0,3.1,22.5,17.2,2.6,3.4,6.1,0.127,0.4,2.7,3.2,3.0,0,0.030991477209860088,1.4376111788525454,4
338,Gerald Green\greenge01,SG,32,HOU,41,2,929,8.9,21.9,0.407,5.8,15.8,0.369,3.1,6.1,0.504,2.7,3.2,0.85,0.8,6.2,7.0,1.3,1.3,0.8,1.6,4.6,26.3,109.0,108,14.1,0.5660000000000001,0.722,0.145,1.8,14.2,8.1,4.3,1.3,1.4,6.6,22.4,1.0,1.0,2.1,0.107,0.5,-2.4,-1.9,0.0,0,0.2167047695388648,-2.1167437308741857,5
339,JaMychal Green\greenja01,PF,27,MEM,55,54,1542,7.3,16.0,0.457,1.4,4.2,0.339,5.9,11.8,0.499,2.6,3.6,0.721,4.8,10.4,15.2,2.6,1.0,0.8,2.5,5.0,18.7,108.0,110,14.0,0.53,0.26,0.227,10.8,24.4,17.4,8.3,1.0,1.5,12.4,17.8,1.3,1.3,2.6,0.079,-1.2,-0.4,-1.5,0.2,0,-1.9410675706174032,0.011342023695918928,6
340,Jeff Green\greenje02,PF,31,CLE,78,13,1828,7.9,16.6,0.477,1.4,4.6,0.312,6.5,12.0,0.54,5.4,6.3,0.868,1.6,5.0,6.6,2.7,1.1,0.9,2.0,4.0,22.7,115.0,114,14.8,0.5870000000000001,0.275,0.379,3.7,11.2,7.6,8.0,1.1,1.6,9.4,19.3,3.1,0.8,3.9,0.103,-0.2,-1.7,-1.9,0.1,0,-0.3402555618122285,-0.38578159443894505,3
341,Blake Griffin\griffbl01,PF,28,TOT,58,58,1970,10.9,24.8,0.438,2.8,8.0,0.345,8.1,16.8,0.482,6.5,8.2,0.785,1.8,8.9,10.7,8.3,1.0,0.4,4.1,3.5,31.0,109.0,110,19.6,0.544,0.32299999999999995,0.331,4.1,19.8,12.0,28.1,1.0,0.8,12.6,28.9,3.2,1.8,4.9,0.12,2.9,-0.1,2.8,2.4,0,-0.1941679559867682,0.7499855160203989,4
342,Blake Griffin\griffbl01,PF,28,TOT,58,58,1970,10.9,24.8,0.438,2.8,8.0,0.345,8.1,16.8,0.482,6.5,8.2,0.785,1.8,8.9,10.7,8.3,1.0,0.4,4.1,3.5,31.0,109.0,110,20.4,0.5529999999999999,0.324,0.379,4.5,20.5,12.6,25.6,1.3,0.7,12.8,29.3,2.0,1.0,3.0,0.126,3.2,-0.1,3.1,1.5,0,0.03555218188732487,0.6130341279390519,4
343,Blake Griffin\griffbl01,PF,28,TOT,58,58,1970,10.9,24.8,0.438,2.8,8.0,0.345,8.1,16.8,0.482,6.5,8.2,0.785,1.8,8.9,10.7,8.3,1.0,0.4,4.1,3.5,31.0,109.0,110,18.5,0.531,0.32299999999999995,0.266,3.5,18.9,11.0,31.5,0.7,1.0,12.4,28.4,1.1,0.8,1.9,0.113,2.4,-0.1,2.3,0.9,0,0.3360062898984015,0.7126939173614009,4
344,Blake Griffin\griffbl01,PF,28,LAC,33,33,1139,10.9,24.7,0.441,2.7,8.0,0.342,8.2,16.7,0.488,7.3,9.3,0.785,2.0,9.2,11.2,7.6,1.3,0.4,4.2,3.3,31.8,110.0,110,19.6,0.544,0.32299999999999995,0.331,4.1,19.8,12.0,28.1,1.0,0.8,12.6,28.9,3.2,1.8,4.9,0.12,2.9,-0.1,2.8,2.4,0,-0.4565699552913239,0.7976038948640389,4
345,Blake Griffin\griffbl01,PF,28,LAC,33,33,1139,10.9,24.7,0.441,2.7,8.0,0.342,8.2,16.7,0.488,7.3,9.3,0.785,2.0,9.2,11.2,7.6,1.3,0.4,4.2,3.3,31.8,110.0,110,20.4,0.5529999999999999,0.324,0.379,4.5,20.5,12.6,25.6,1.3,0.7,12.8,29.3,2.0,1.0,3.0,0.126,3.2,-0.1,3.1,1.5,0,-0.2268498174172289,0.6606525067826919,4
346,Blake Griffin\griffbl01,PF,28,LAC,33,33,1139,10.9,24.7,0.441,2.7,8.0,0.342,8.2,16.7,0.488,7.3,9.3,0.785,2.0,9.2,11.2,7.6,1.3,0.4,4.2,3.3,31.8,110.0,110,18.5,0.531,0.32299999999999995,0.266,3.5,18.9,11.0,31.5,0.7,1.0,12.4,28.4,1.1,0.8,1.9,0.113,2.4,-0.1,2.3,0.9,0,0.07360429059384715,0.760312296205041,4
347,Blake Griffin\griffbl01,PF,28,DET,25,25,831,10.9,25.1,0.433,2.8,8.1,0.348,8.0,17.0,0.473,5.2,6.7,0.784,1.6,8.3,10.0,9.3,0.7,0.5,4.0,3.7,29.8,108.0,109,19.6,0.544,0.32299999999999995,0.331,4.1,19.8,12.0,28.1,1.0,0.8,12.6,28.9,3.2,1.8,4.9,0.12,2.9,-0.1,2.8,2.4,0,-0.14144984392250118,1.5153058038445686,4
348,Blake Griffin\griffbl01,PF,28,DET,25,25,831,10.9,25.1,0.433,2.8,8.1,0.348,8.0,17.0,0.473,5.2,6.7,0.784,1.6,8.3,10.0,9.3,0.7,0.5,4.0,3.7,29.8,108.0,109,20.4,0.5529999999999999,0.324,0.379,4.5,20.5,12.6,25.6,1.3,0.7,12.8,29.3,2.0,1.0,3.0,0.126,3.2,-0.1,3.1,1.5,0,0.08827029395159211,1.3783544157632217,4
349,Blake Griffin\griffbl01,PF,28,DET,25,25,831,10.9,25.1,0.433,2.8,8.1,0.348,8.0,17.0,0.473,5.2,6.7,0.784,1.6,8.3,10.0,9.3,0.7,0.5,4.0,3.7,29.8,108.0,109,18.5,0.531,0.32299999999999995,0.266,3.5,18.9,11.0,31.5,0.7,1.0,12.4,28.4,1.1,0.8,1.9,0.113,2.4,-0.1,2.3,0.9,0,0.3887244019626696,1.4780142051855705,4
350,Daniel Hamilton\hamilda02,SG,22,OKC,6,0,28,8.9,19.5,0.455,3.5,8.9,0.4,5.3,10.6,0.5,0.0,0.0,0.0,0.0,8.9,8.9,14.2,1.8,0.0,3.5,3.5,21.3,118.0,108,18.2,0.545,0.455,0.0,0.0,20.5,9.9,44.2,1.8,0.0,15.4,19.9,0.1,0.0,0.1,0.16899999999999998,0.8,-2.4,-1.6,0.0,0,2.6215726665071677,4.049715759468745,7
351,Tim Hardaway\hardati02,SG,25,NYK,57,54,1885,9.5,22.5,0.421,3.4,10.8,0.317,6.0,11.7,0.516,3.8,4.7,0.816,0.8,5.0,5.9,4.1,1.6,0.3,2.4,3.2,26.2,106.0,113,14.4,0.5329999999999999,0.479,0.209,1.9,11.3,6.6,12.7,1.6,0.5,9.0,23.8,1.6,1.1,2.6,0.067,1.7,-1.8,-0.1,0.9,0,0.8587044251421102,-1.3093178866910262,0
352,James Harden\hardeja01,SG,28,HOU,72,72,2551,12.6,27.9,0.449,5.1,13.9,0.3670000000000001,7.4,14.0,0.531,12.0,14.0,0.858,0.8,6.7,7.5,12.2,2.4,1.0,6.1,3.3,42.3,120.0,105,29.8,0.619,0.498,0.502,1.8,15.2,8.6,45.1,2.4,1.7,15.1,36.1,11.6,3.8,15.4,0.289,9.6,1.3,10.9,8.3,1,0.6613958504307244,2.5394877082314675,4
353,Maurice Harkless\harklma01,SF,24,POR,59,36,1264,5.8,11.7,0.495,1.9,4.6,0.415,3.9,7.0,0.547,1.7,2.3,0.7120000000000001,1.8,4.6,6.4,2.1,1.9,1.7,1.6,4.1,15.2,117.0,106,12.6,0.596,0.397,0.199,4.0,9.9,7.0,6.0,1.9,2.8,11.0,12.6,1.6,1.7,3.2,0.123,-0.2,2.0,1.8,1.2,0,-0.7377474270675254,-1.2346331597960862,3
354,Montrezl Harrell\harremo01,C,24,LAC,76,3,1293,13.1,20.6,0.635,0.0,0.3,0.14300000000000002,13.0,20.3,0.6409999999999999,5.2,8.3,0.626,3.9,7.6,11.5,2.8,1.4,2.0,2.6,5.4,31.4,124.0,109,24.7,0.647,0.013,0.405,8.9,17.0,13.0,10.1,1.4,3.4,9.5,23.8,4.3,1.3,5.5,0.205,2.4,0.0,2.4,1.5,0,-2.999278567907206,0.7358338056318657,1
355,Devin Harris\harride01,PG,34,TOT,71,1,1340,7.0,16.9,0.412,2.9,8.5,0.348,4.0,8.5,0.476,5.3,6.3,0.835,0.4,4.3,4.7,5.7,1.8,0.4,2.8,5.9,22.2,110.0,111,13.0,0.563,0.5,0.374,1.0,9.8,5.3,16.9,1.8,0.8,12.6,20.2,1.6,0.9,2.5,0.08900000000000001,-0.1,-1.9,-2.0,0.0,0,1.2710221449098666,0.6041156918234996,4
356,Devin Harris\harride01,PG,34,TOT,71,1,1340,7.0,16.9,0.412,2.9,8.5,0.348,4.0,8.5,0.476,5.3,6.3,0.835,0.4,4.3,4.7,5.7,1.8,0.4,2.8,5.9,22.2,110.0,111,13.5,0.56,0.44,0.394,1.2,10.8,5.8,16.4,2.1,0.9,12.8,21.5,0.7,0.7,1.4,0.085,-0.5,-0.9,-1.4,0.1,0,1.1542713304970953,0.2608603833324811,4
357,Devin Harris\harride01,PG,34,TOT,71,1,1340,7.0,16.9,0.412,2.9,8.5,0.348,4.0,8.5,0.476,5.3,6.3,0.835,0.4,4.3,4.7,5.7,1.8,0.4,2.8,5.9,22.2,110.0,111,12.4,0.568,0.6,0.341,0.6,8.2,4.4,17.7,1.3,0.6,12.1,18.2,0.9,0.2,1.1,0.096,0.5,-3.3,-2.8,-0.1,0,1.5566651912604885,0.19954108452796057,2
358,Devin Harris\harride01,PG,34,DAL,44,1,807,7.3,17.7,0.415,2.7,7.8,0.35200000000000004,4.6,9.9,0.465,5.8,7.0,0.83,0.6,4.7,5.3,5.3,2.1,0.5,3.0,6.4,23.2,107.0,110,13.0,0.563,0.5,0.374,1.0,9.8,5.3,16.9,1.8,0.8,12.6,20.2,1.6,0.9,2.5,0.08900000000000001,-0.1,-1.9,-2.0,0.0,0,1.0169275142856298,0.8079577362694691,4
359,Devin Harris\harride01,PG,34,DAL,44,1,807,7.3,17.7,0.415,2.7,7.8,0.35200000000000004,4.6,9.9,0.465,5.8,7.0,0.83,0.6,4.7,5.3,5.3,2.1,0.5,3.0,6.4,23.2,107.0,110,13.5,0.56,0.44,0.394,1.2,10.8,5.8,16.4,2.1,0.9,12.8,21.5,0.7,0.7,1.4,0.085,-0.5,-0.9,-1.4,0.1,0,0.9001766998728574,0.46470242777845044,4
360,Devin Harris\harride01,PG,34,DAL,44,1,807,7.3,17.7,0.415,2.7,7.8,0.35200000000000004,4.6,9.9,0.465,5.8,7.0,0.83,0.6,4.7,5.3,5.3,2.1,0.5,3.0,6.4,23.2,107.0,110,12.4,0.568,0.6,0.341,0.6,8.2,4.4,17.7,1.3,0.6,12.1,18.2,0.9,0.2,1.1,0.096,0.5,-3.3,-2.8,-0.1,0,1.3952710257050105,0.3660695388569342,4
361,Devin Harris\harride01,PG,34,DEN,27,0,533,6.4,15.8,0.406,3.3,9.5,0.343,3.2,6.3,0.5,4.6,5.4,0.845,0.3,3.6,3.9,6.2,1.3,0.4,2.5,5.1,20.6,115.0,114,13.0,0.563,0.5,0.374,1.0,9.8,5.3,16.9,1.8,0.8,12.6,20.2,1.6,0.9,2.5,0.08900000000000001,-0.1,-1.9,-2.0,0.0,0,1.4391265809651885,0.8378345176093327,4
362,Devin Harris\harride01,PG,34,DEN,27,0,533,6.4,15.8,0.406,3.3,9.5,0.343,3.2,6.3,0.5,4.6,5.4,0.845,0.3,3.6,3.9,6.2,1.3,0.4,2.5,5.1,20.6,115.0,114,13.5,0.56,0.44,0.394,1.2,10.8,5.8,16.4,2.1,0.9,12.8,21.5,0.7,0.7,1.4,0.085,-0.5,-0.9,-1.4,0.1,0,1.322375766552417,0.49457920911831527,4
363,Devin Harris\harride01,PG,34,DEN,27,0,533,6.4,15.8,0.406,3.3,9.5,0.343,3.2,6.3,0.5,4.6,5.4,0.845,0.3,3.6,3.9,6.2,1.3,0.4,2.5,5.1,20.6,115.0,114,12.4,0.568,0.6,0.341,0.6,8.2,4.4,17.7,1.3,0.6,12.1,18.2,0.9,0.2,1.1,0.096,0.5,-3.3,-2.8,-0.1,0,1.743309720329562,0.4257971922903947,2
364,Gary Harris\harriga01,SG,23,DEN,67,65,2304,9.5,19.5,0.485,3.4,8.5,0.396,6.1,11.1,0.5529999999999999,2.9,3.5,0.8270000000000001,0.8,3.0,3.8,4.2,2.6,0.3,2.6,2.6,25.2,115.0,112,16.5,0.597,0.434,0.17800000000000002,1.8,6.8,4.3,13.0,2.6,0.5,10.8,20.7,3.9,1.5,5.5,0.114,2.4,-1.5,0.9,1.7,0,1.3790846498549156,-0.9124853953857709,0
365,Joe Harris\harrijo01,SG,26,BRK,78,14,1975,7.5,15.3,0.491,3.7,8.8,0.419,3.8,6.5,0.589,2.1,2.6,0.8270000000000001,1.3,5.1,6.4,3.1,0.9,0.5,2.2,3.8,20.8,116.0,113,13.3,0.634,0.5760000000000001,0.16699999999999998,2.7,11.3,7.0,10.2,0.9,0.8,12.0,16.6,3.0,0.9,4.0,0.097,1.3,-1.2,0.1,1.1,0,0.2925378513937151,-1.757267829057543,5
366,Tobias Harris\harrito02,PF,25,TOT,80,80,2668,10.4,22.6,0.46,3.4,8.2,0.411,7.0,14.4,0.488,3.3,4.0,0.8290000000000001,1.1,7.0,8.1,3.6,1.3,0.6,1.9,3.0,27.5,112.0,110,17.1,0.565,0.364,0.177,2.4,15.7,9.0,11.8,1.3,1.1,7.4,23.3,4.2,2.5,6.7,0.12,1.5,-0.8,0.7,1.8,0,-0.31234182011997824,-0.9068741896349156,3
367,Tobias Harris\harrito02,PF,25,TOT,80,80,2668,10.4,22.6,0.46,3.4,8.2,0.411,7.0,14.4,0.488,3.3,4.0,0.8290000000000001,1.1,7.0,8.1,3.6,1.3,0.6,1.9,3.0,27.5,112.0,110,16.7,0.564,0.389,0.192,2.5,15.0,8.6,9.9,1.1,0.9,6.2,23.2,2.6,1.5,4.1,0.125,1.4,-1.2,0.2,0.9,0,-0.06450148704924026,-1.243033174162029,3
368,Tobias Harris\harrito02,PF,25,TOT,80,80,2668,10.4,22.6,0.46,3.4,8.2,0.411,7.0,14.4,0.488,3.3,4.0,0.8290000000000001,1.1,7.0,8.1,3.6,1.3,0.6,1.9,3.0,27.5,112.0,110,17.7,0.565,0.33,0.156,2.2,16.8,9.6,14.3,1.6,1.5,9.0,23.5,1.6,1.0,2.6,0.112,1.7,-0.2,1.5,1.0,0,0.0886314107824888,-1.6424908805895533,5
369,Tobias Harris\harrito02,PF,25,DET,48,48,1563,10.2,22.6,0.451,3.6,8.8,0.409,6.6,13.8,0.478,3.7,4.3,0.846,1.1,6.6,7.8,3.0,1.1,0.5,1.6,2.9,27.7,113.0,109,17.1,0.565,0.364,0.177,2.4,15.7,9.0,11.8,1.3,1.1,7.4,23.3,4.2,2.5,6.7,0.12,1.5,-0.8,0.7,1.8,0,-0.4481235953783982,-0.7073364541783054,3
370,Tobias Harris\harrito02,PF,25,DET,48,48,1563,10.2,22.6,0.451,3.6,8.8,0.409,6.6,13.8,0.478,3.7,4.3,0.846,1.1,6.6,7.8,3.0,1.1,0.5,1.6,2.9,27.7,113.0,109,16.7,0.564,0.389,0.192,2.5,15.0,8.6,9.9,1.1,0.9,6.2,23.2,2.6,1.5,4.1,0.125,1.4,-1.2,0.2,0.9,0,-0.20028326230766025,-1.0434954387054183,3
371,Tobias Harris\harrito02,PF,25,DET,48,48,1563,10.2,22.6,0.451,3.6,8.8,0.409,6.6,13.8,0.478,3.7,4.3,0.846,1.1,6.6,7.8,3.0,1.1,0.5,1.6,2.9,27.7,113.0,109,17.7,0.565,0.33,0.156,2.2,16.8,9.6,14.3,1.6,1.5,9.0,23.5,1.6,1.0,2.6,0.112,1.7,-0.2,1.5,1.0,0,-0.04715036447593032,-1.4429531451329423,3
372,Tobias Harris\harrito02,PF,25,LAC,32,32,1105,10.6,22.5,0.473,3.1,7.4,0.414,7.6,15.1,0.501,2.8,3.5,0.8,1.0,7.5,8.5,4.3,1.6,0.9,2.4,3.2,27.2,111.0,110,17.1,0.565,0.364,0.177,2.4,15.7,9.0,11.8,1.3,1.1,7.4,23.3,4.2,2.5,6.7,0.12,1.5,-0.8,0.7,1.8,0,-0.49759128472336384,-0.05968396665974476,3
373,Tobias Harris\harrito02,PF,25,LAC,32,32,1105,10.6,22.5,0.473,3.1,7.4,0.414,7.6,15.1,0.501,2.8,3.5,0.8,1.0,7.5,8.5,4.3,1.6,0.9,2.4,3.2,27.2,111.0,110,16.7,0.564,0.389,0.192,2.5,15.0,8.6,9.9,1.1,0.9,6.2,23.2,2.6,1.5,4.1,0.125,1.4,-1.2,0.2,0.9,0,-0.24975095165262517,-0.3958429511868584,3
374,Tobias Harris\harrito02,PF,25,LAC,32,32,1105,10.6,22.5,0.473,3.1,7.4,0.414,7.6,15.1,0.501,2.8,3.5,0.8,1.0,7.5,8.5,4.3,1.6,0.9,2.4,3.2,27.2,111.0,110,17.7,0.565,0.33,0.156,2.2,16.8,9.6,14.3,1.6,1.5,9.0,23.5,1.6,1.0,2.6,0.112,1.7,-0.2,1.5,1.0,0,-0.11515814683464873,-0.7878379395909831,3
375,Aaron Harrison\harriaa01,SG,23,DAL,9,3,233,4.1,14.9,0.275,1.9,9.3,0.209,2.2,5.6,0.385,2.8,3.7,0.765,0.9,4.3,5.2,2.4,1.9,0.4,0.6,5.8,12.9,87.0,110,5.1,0.392,0.623,0.246,1.8,9.9,5.7,6.7,1.9,0.8,3.8,15.5,-0.3,0.2,-0.1,-0.014,-3.6,-0.5,-4.1,-0.1,0,0.8371509583962654,-2.0378570618615672,5
376,Andrew Harrison\harrian01,PG,23,MEM,56,46,1326,6.9,16.4,0.422,1.8,5.4,0.331,5.1,10.9,0.467,4.7,6.1,0.78,0.9,4.1,5.0,6.7,1.4,1.0,3.1,5.3,20.3,106.0,113,12.7,0.534,0.331,0.371,2.0,9.7,5.7,21.3,1.4,1.8,14.0,19.6,1.0,0.7,1.7,0.062,-0.9,-1.5,-2.5,-0.2,0,1.4046193427198665,1.748679359359246,4
377,Shaquille Harrison\harrish01,PG,24,PHO,23,2,384,7.4,15.5,0.476,0.7,3.2,0.231,6.6,12.2,0.541,3.5,4.7,0.737,1.1,6.5,7.6,6.9,3.2,0.9,2.7,5.2,18.9,109.0,109,15.6,0.54,0.21,0.306,2.5,14.7,8.5,22.2,3.2,1.5,13.5,18.0,0.4,0.4,0.8,0.094,-0.7,0.9,0.2,0.2,0,0.7933595856233818,1.1891478492447352,4
378,Josh Hart\hartjo01,SG,22,LAL,63,23,1461,5.8,12.3,0.469,2.6,6.5,0.396,3.2,5.8,0.551,2.2,3.1,0.7020000000000001,1.4,7.2,8.6,2.6,1.5,0.5,1.5,3.5,16.2,116.0,109,12.2,0.596,0.525,0.251,3.1,16.0,9.6,7.6,1.5,0.9,10.1,13.5,1.9,1.5,3.4,0.111,-0.3,0.2,-0.1,0.7,0,-0.19910471057130688,-1.6514901986589277,5
379,Udonis Haslem\hasleud01,C,37,MIA,14,0,72,2.1,10.5,0.2,0.7,5.6,0.125,1.4,4.9,0.28600000000000003,0.7,1.4,0.5,2.1,4.9,7.0,3.5,0.0,1.4,1.4,2.1,5.6,71.0,111,1.8,0.252,0.5329999999999999,0.133,4.7,10.9,7.8,9.2,0.0,2.4,11.2,11.1,-0.1,0.1,-0.1,-0.059,-7.1,-0.4,-7.5,-0.1,0,-0.530900168424731,-0.8879566245339963,3
380,Nigel Hayes\hayesni01,SF,23,TOT,9,0,122,4.5,13.6,0.333,1.6,6.6,0.25,2.9,7.0,0.412,0.4,1.2,0.333,1.6,7.4,9.1,2.5,0.8,1.2,0.8,3.3,11.1,82.0,112,6.4,0.393,0.485,0.091,3.6,17.5,10.3,6.7,0.8,2.3,5.5,13.3,-0.2,0.1,-0.1,-0.034,-5.1,-1.3,-6.4,-0.1,0,-0.49193265298673955,-1.3981904615153578,3
381,Nigel Hayes\hayesni01,SF,23,TOT,9,0,122,4.5,13.6,0.333,1.6,6.6,0.25,2.9,7.0,0.412,0.4,1.2,0.333,1.6,7.4,9.1,2.5,0.8,1.2,0.8,3.3,11.1,82.0,112,9.8,0.436,0.667,0.333,0.0,0.0,0.0,24.3,0.0,0.0,0.0,13.3,0.0,0.0,0.0,0.069,-3.5,-9.3,-12.8,0.0,0,1.8252905572267446,-0.5366062647025003,0
